epoch,accuracy,dice_coefficient,learning_rate,loss,mean_iou,val_accuracy,val_dice_coefficient,val_loss,val_mean_iou
0,0.6711482405662537,0.4967445135116577,9.999999747378752e-05,1.5619083642959595,0.3508409857749939,0.6447774171829224,0.580008864402771,1.8034465312957764,0.2561081647872925
1,0.8229986429214478,0.6982721090316772,9.999999747378752e-05,0.9416103959083557,0.5015289187431335,0.791817843914032,0.7251772284507751,1.0194623470306396,0.45336976647377014
2,0.8448139429092407,0.7543734312057495,9.999999747378752e-05,0.7914562821388245,0.5316480398178101,0.7909696102142334,0.7383504509925842,0.9936141967773438,0.4546809494495392
3,0.8560395240783691,0.7838124632835388,9.999999747378752e-05,0.712856650352478,0.5471227169036865,0.8345290422439575,0.7890690565109253,0.7826453447341919,0.511402428150177
4,0.8628900647163391,0.8014240860939026,9.999999747378752e-05,0.6646890044212341,0.5562494993209839,0.8277019262313843,0.788954496383667,0.7944753170013428,0.5005851984024048
5,0.8679243326187134,0.8125318884849548,9.999999747378752e-05,0.6294769644737244,0.5643265247344971,0.8335978984832764,0.7974949479103088,0.75577712059021,0.5136493444442749
6,0.8731416463851929,0.8224555253982544,9.999999747378752e-05,0.5975931882858276,0.5741334557533264,0.850453794002533,0.8177940845489502,0.6767116785049438,0.5357277393341064
7,0.8772209882736206,0.8289963006973267,9.999999747378752e-05,0.5755095481872559,0.5932374000549316,0.840560257434845,0.8125494718551636,0.7326700687408447,0.5308460593223572
8,0.881585419178009,0.8350958228111267,9.999999747378752e-05,0.556248128414154,0.6169405579566956,0.8621768951416016,0.8221994042396545,0.635837972164154,0.5838712453842163
9,0.8854755759239197,0.841303825378418,9.999999747378752e-05,0.5349246859550476,0.6315253376960754,0.8691715002059937,0.8413168787956238,0.6170588135719299,0.5961481928825378
10,0.8883358240127563,0.8462617993354797,9.999999747378752e-05,0.5191473960876465,0.6431736350059509,0.8648282289505005,0.832068145275116,0.6245728135108948,0.5881355404853821
11,0.8904987573623657,0.8500381708145142,9.999999747378752e-05,0.5065979957580566,0.6501383781433105,0.8720065951347351,0.8367854952812195,0.5879090428352356,0.6193188428878784
12,0.893183171749115,0.8537943959236145,9.999999747378752e-05,0.492382287979126,0.657889187335968,0.8736379146575928,0.8464427590370178,0.586902379989624,0.6180007457733154
13,0.8955532908439636,0.857638955116272,9.999999747378752e-05,0.480081707239151,0.6661795973777771,0.8686285018920898,0.8406449556350708,0.6111391186714172,0.603554904460907
14,0.8975913524627686,0.8609252572059631,9.999999747378752e-05,0.4709302484989166,0.6718976497650146,0.8743464946746826,0.84672611951828,0.5867698192596436,0.626392126083374
15,0.8985579609870911,0.8627585172653198,9.999999747378752e-05,0.4633799195289612,0.6757822036743164,0.8643870949745178,0.8385093212127686,0.6307430267333984,0.6020451188087463
16,0.9005322456359863,0.865479588508606,9.999999747378752e-05,0.45429912209510803,0.6805198192596436,0.8811454176902771,0.8569459915161133,0.5613957047462463,0.6309033632278442
17,0.9019338488578796,0.8676853775978088,9.999999747378752e-05,0.44664275646209717,0.6844143867492676,0.8781341910362244,0.8557059168815613,0.572548508644104,0.6289548873901367
18,0.9035614728927612,0.8698294758796692,9.999999747378752e-05,0.439004510641098,0.6887370347976685,0.8766735792160034,0.8541903495788574,0.5810108780860901,0.6314518451690674
19,0.9034234881401062,0.8700979351997375,9.999999747378752e-05,0.4373197853565216,0.6898346543312073,0.8795832395553589,0.8581557869911194,0.5676553845405579,0.6340456604957581
20,0.9057081937789917,0.8731794357299805,9.999999747378752e-05,0.42810699343681335,0.6948976516723633,0.8862997889518738,0.8608171939849854,0.5341983437538147,0.6471232771873474
21,0.9061838388442993,0.8740622401237488,9.999999747378752e-05,0.42402520775794983,0.6975303292274475,0.884694516658783,0.8560052514076233,0.5440336465835571,0.6538563966751099
22,0.9078506827354431,0.8762006759643555,9.999999747378752e-05,0.41625988483428955,0.7015300989151001,0.8835887908935547,0.8602675795555115,0.5489143133163452,0.6405723690986633
23,0.9082836508750916,0.8772705793380737,9.999999747378752e-05,0.41299617290496826,0.7024579048156738,0.8881251215934753,0.8650976419448853,0.5339595079421997,0.6590754389762878
24,0.9091077446937561,0.8784164786338806,9.999999747378752e-05,0.4091578722000122,0.7057939171791077,0.8857478499412537,0.8623213171958923,0.5372490882873535,0.6521375775337219
25,0.9105759859085083,0.8802679181098938,9.999999747378752e-05,0.4021885395050049,0.7082501649856567,0.8881375789642334,0.8674814105033875,0.542205274105072,0.6537678241729736
26,0.9112756252288818,0.8813650608062744,9.999999747378752e-05,0.39829492568969727,0.7106495499610901,0.8785748481750488,0.8596006631851196,0.5936328172683716,0.6372048258781433
27,0.9122532606124878,0.8828110098838806,9.999999747378752e-05,0.3934439718723297,0.7138139605522156,0.8931747674942017,0.8687487244606018,0.5021778345108032,0.6711068153381348
28,0.9130061864852905,0.8838027715682983,9.999999747378752e-05,0.3902168571949005,0.7166031002998352,0.8916429877281189,0.8648428916931152,0.49237707257270813,0.6682470440864563
